cluster_number	contributing_patients_long_interval	num_tcrs_in_clust_long_interval	total_reads_long_interval	contributing_patients_no_nact	num_tcrs_in_clust_no_nact	total_reads_no_nact	is_cancer_assoc
26009	1	1	1	2	2	35	False
24246	2	2	10	2	2	2	False
29486	2	2	2	4	4	5	False
12985	2	2	3	8	8	14	False
49327	1	1	1	1	1	1	False
47634	2	2	2	6	6	10	False
139	1	1	2	1	1	26	False
12840	1	1	1	1	1	1	False
37091	2	2	2	1	1	6	False
38270	1	1	1	1	1	1	False
27399	2	2	2	1	1	2	False
3675	2	2	5	6	8	16	True
25855	1	1	1	1	1	2	False
12378	1	1	2	1	1	1	False
17470	2	2	20	8	8	15	False
34157	1	1	1	1	1	2	False
21266	2	3	3	7	8	15	False
40738	1	1	1	1	1	1	False
14986	1	1	1	1	1	1	False
32399	1	1	1	1	1	2	False
19239	1	1	2	2	2	2	False
18256	2	4	6	10	13	52	False
46226	1	1	1	1	1	1	False
9249	1	1	2	1	1	1	False
31001	1	1	1	1	1	1	False
5386	1	1	1	2	2	2	False
32193	1	1	1	1	1	5	False
13633	3	3	12	5	5	5	False
8540	3	4	5	6	9	15	False
24301	1	1	1	1	1	1	False
39692	2	2	8	5	5	15	False
34280	2	2	2	5	7	11	False
11460	1	1	1	2	2	5	False
11269	1	1	1	2	2	3	False
2967	1	1	1	1	1	1	False
952	1	1	1	3	3	4	False
23174	3	3	4	5	7	8	False
14040	2	2	3	5	5	5	False
38436	1	1	1	1	1	2	False
7208	1	1	1	1	1	1	False
18172	1	1	1	1	1	1	False
25291	3	3	3	3	3	14	False
8356	1	1	2	1	1	1	False
41589	2	2	5	5	5	9	True
36390	3	3	3	9	14	19	False
48287	1	1	1	1	1	7	False
22928	1	1	1	1	1	1	False
9390	1	1	1	3	3	21	False
24856	1	1	1	5	5	5	False
314	1	1	1	1	1	3	False
44703	1	1	1	1	1	1	False
45299	1	1	1	1	1	2	False
17891	1	1	1	1	2	5	False
33154	1	1	1	2	2	5	False
6032	1	1	1	5	5	7	False
11574	1	1	1	3	3	3	False
21641	1	1	1	1	1	1	False
36397	1	1	1	2	2	54	False
9071	1	1	1	1	1	1	False
49861	1	1	1	1	2	2	False
26982	1	1	2	1	1	1	False
28131	2	2	4	10	12	30	False
46914	1	1	1	4	4	4	False
24715	1	1	1	1	1	6	False
49170	1	1	1	3	3	3	False
7632	1	1	1	2	2	9	False
28667	1	1	1	6	8	95	False
40505	1	1	2	1	1	1	False
30079	1	2	2	1	1	13	False
38916	1	1	1	1	1	1	False
13191	2	2	2	4	4	4	False
20	1	1	1	3	3	33	False
26158	2	2	6	1	1	1	False
30554	2	2	2	13	17	29	False
5531	1	1	1	1	1	1	False
10321	1	1	1	1	1	1	False
42916	1	1	1	1	1	1	False
63	1	1	1	1	1	1	False
38853	1	1	1	1	1	1	False
11529	2	2	2	1	1	1	False
18583	1	1	1	1	1	2	False
9530	1	1	1	2	2	3	False
3926	1	1	1	2	3	124	False
45094	1	1	1	1	1	1	False
46350	1	1	1	2	2	2	False
41470	1	1	1	1	1	1	False
13143	1	1	1	1	1	1	False
30558	1	1	1	4	5	5	False
33155	1	1	1	2	2	6	False
32313	1	1	1	2	2	4	False
47699	1	1	1	2	2	2	False
6385	1	1	1	3	3	4	False
41069	1	1	1	1	1	2	False
1009	1	1	1	1	1	1	False
28856	3	3	6	4	6	15	False
6180	2	2	3	3	4	8	False
52279	1	1	1	3	3	3	False
37301	1	1	1	2	2	3	False
33782	1	1	1	7	7	7	False
29362	1	1	1	1	1	1	False
30358	1	1	1	1	1	1	False
35160	1	1	1	1	1	2	False
51500	1	1	1	1	1	3	False
31225	1	1	1	1	1	11	False
38083	1	1	1	1	1	1	False
2159	1	1	1	1	1	5	False
13721	1	1	1	1	1	1	False
24338	1	1	1	2	2	2	False
31868	1	1	1	1	1	3	False
28202	1	1	1	1	1	2	False
37229	2	2	3	7	7	7	False
5746	1	1	1	1	1	1	False
2760	1	1	1	1	1	1	False
47414	2	4	5	15	23	51	True
24060	1	1	1	1	1	1	False
31944	1	1	1	1	1	1	False
23101	1	1	1	1	1	2	False
18673	1	1	1	1	1	1	False
49739	1	1	1	1	1	1	False
30065	1	1	1	2	2	3	False
3476	1	1	1	1	1	1	False
2688	1	1	1	1	1	1	False
2194	2	2	2	4	5	5	False
24013	1	1	1	1	1	2	False
8299	1	1	1	1	1	1	False
20207	1	1	1	2	2	17	True
8575	1	1	1	2	2	2	False
10449	1	1	1	2	2	3	False
13148	1	1	1	2	2	14	False
9432	3	3	3	4	4	21	False
2568	1	1	1	1	1	1	False
23341	1	1	1	1	1	2	False
28750	1	1	1	1	1	1	False
46607	1	1	1	2	2	4	False
31073	1	1	1	1	1	1	False
7011	1	1	1	1	1	1	False
22771	1	1	1	11	15	30	False
154	2	2	2	5	6	8	False
16886	1	1	1	2	2	2	False
10227	1	1	1	1	1	1	False
14380	1	1	1	2	2	3	False
20559	1	1	1	2	2	4	False
32150	1	1	1	4	4	9	False
16992	1	1	1	1	1	1	False
33094	1	1	1	1	1	1	False
12467	3	4	173	12	16	33	False
28539	1	1	39	1	1	1	False
501	1	3	49	10	13	36	True
19726	1	1	111	1	1	2	False
31784	1	1	23	3	3	8	False
29803	1	1	37	3	3	242	False
22551	1	1	43	1	1	2	False
29364	1	1	26	2	3	5	False
48265	1	1	24	3	3	3	False
25362	1	1	17	1	1	1	False
5578	1	1	38	1	1	1	False
22793	2	2	18	7	7	26	False
29154	1	1	14	2	2	2	False
15633	1	1	14	1	1	1	False
42930	2	3	35	4	5	9	False
38596	1	1	15	1	1	1	False
38612	1	1	10	1	1	2	False
7115	1	1	26	7	8	31	False
46470	1	1	16	5	5	9	False
4481	1	1	15	6	6	181	False
49054	1	1	67	9	9	15	True
12686	1	1	24	1	1	1	False
3445	1	1	10	2	2	239	False
22387	1	1	9	2	2	3	False
43437	1	1	18	1	1	1	False
21756	1	1	24	2	2	2	False
51219	2	2	13	5	5	9	False
1594	3	3	13	4	4	5	False
30450	2	2	7	1	1	1	False
1360	2	2	14	6	6	20	False
17837	4	6	24	14	25	51	True
44936	1	1	14	1	1	2	False
50191	1	1	13	1	1	1	False
51820	1	1	10	1	1	1	False
27217	1	1	13	2	2	4	False
18049	1	2	7	1	1	1	False
43685	1	1	6	1	1	1	False
27700	2	3	12	7	8	13	False
32742	1	1	17	1	1	2	False
42194	1	1	9	2	2	2	False
992	3	6	19	9	13	24	False
36717	1	1	11	9	9	50	False
5553	1	1	12	1	1	1	False
34127	1	1	10	4	5	33	False
13440	1	1	17	1	1	2	False
27575	1	1	6	2	2	3	False
44470	1	1	17	1	1	1	False
31836	1	1	3	2	2	2	False
21125	1	1	6	2	2	6	False
27709	1	1	7	4	4	6	False
20158	3	3	13	4	6	19	False
8110	1	1	6	1	1	2	False
52036	1	1	13	2	2	2	False
38262	1	1	12	1	1	1	False
38383	1	1	14	3	3	20	False
4789	1	1	6	2	2	2	False
12648	1	1	10	1	1	3	False
36575	1	1	9	8	8	386	False
31728	1	1	19	4	4	4	False
10088	1	1	8	7	8	9	False
15979	1	2	7	2	2	7	False
18274	1	1	3	3	3	6	True
47265	3	3	5	12	17	39	False
30300	1	1	10	3	3	29	False
11148	1	1	10	1	1	1	False
50901	3	3	6	6	6	23	False
45733	1	1	7	1	1	4	False
6301	1	1	6	1	1	1	False
22584	1	1	1	1	1	1	False
4607	1	1	1	13	16	63	False
35885	1	1	2	1	1	1	False
30620	1	1	4	1	1	1	False
11015	2	2	3	11	12	48	False
1998	1	2	7	5	8	52	False
5330	1	2	5	3	3	3	False
20757	2	2	5	9	10	32	False
31856	1	1	14	1	1	1	False
51402	1	2	4	1	1	2	False
14101	1	1	4	1	1	2	False
23531	1	1	1	1	2	18	False
32191	1	1	1	4	5	6	False
36502	1	1	4	2	2	804	False
36995	1	1	12	2	2	39	False
24011	1	1	5	1	1	1	False
4648	1	1	4	2	2	2	False
17098	1	1	3	1	1	2	False
28416	1	1	4	4	5	7	False
51277	2	3	3	5	5	8	False
13903	1	1	5	1	1	1	False
11159	1	1	1	1	1	1	False
5263	1	1	3	1	1	1	False
21642	1	1	2	1	1	3	False
3891	2	3	5	5	6	45	False
11602	1	1	1	3	3	62	False
17491	1	1	1	2	3	4	False
36702	1	3	6	5	7	14	False
31908	1	1	3	2	2	3	False
20697	1	1	8	1	1	1	False
6969	1	2	3	1	2	4	False
36576	1	1	2	1	1	2	False
22818	1	1	1	3	3	5	False
10407	1	1	2	1	2	3	False
25850	1	1	3	2	2	2	False
2981	1	1	1	2	2	2	False
1060	1	1	9	2	2	3	False
3362	2	2	3	14	16	23	False
32120	1	1	2	8	8	49	False
44091	2	2	3	4	4	6	False
10563	1	1	1	1	1	1	False
6179	2	2	4	10	10	51	False
23316	1	2	11	1	1	2	False
49496	2	2	4	3	3	4	False
36053	1	1	4	2	2	5	False
39510	1	1	3	6	6	20	False
18780	1	1	5	5	5	6	False
17944	1	1	1	1	1	1	False
41842	2	2	2	2	2	2	False
42816	1	1	4	1	1	1	False
24832	1	1	4	3	3	4	False
13136	3	7	11	11	14	59	False
43886	2	3	7	5	5	15	False
7717	1	1	5	1	1	2	False
27184	1	1	3	1	1	2	False
38569	1	1	7	1	1	1	False
12606	1	1	3	4	5	10	False
2717	1	1	4	1	1	1	False
33465	1	1	3	1	1	12	False
8692	1	1	4	12	15	29	False
34785	1	1	3	1	1	1	False
46076	1	1	2	4	4	4	False
11675	2	5	10	9	9	19	False
48493	1	1	5	1	1	2	False
26944	1	2	3	5	6	71	False
30785	1	1	2	7	11	19	False
15743	1	2	3	3	5	11	False
39428	1	1	1	2	2	3	False
17176	1	1	4	2	3	4	False
36219	1	1	3	3	3	3	False
4500	1	1	3	2	2	3	False
11022	1	1	1	5	5	8	False
32058	1	1	4	1	1	1	False
3238	1	1	1	1	1	1	False
2006	1	1	11	1	1	1	False
40187	3	4	43	14	20	49	False
28144	1	3	3	9	9	37	False
51293	1	1	1	2	2	9	False
8974	1	1	2	1	1	3	False
9116	1	1	2	1	1	1	False
19584	1	1	3	1	1	3	False
49080	1	1	1	2	2	3	False
36215	1	2	3	4	4	20	False
17926	1	1	1	1	1	2	False
17857	1	1	4	1	1	2	False
26314	1	1	1	1	1	1	False
8434	1	1	2	2	2	2	False
4838	1	1	2	1	1	1	False
27307	2	2	12	6	6	69	False
47682	1	1	3	2	2	2	False
8329	1	1	1	2	2	7	False
34971	1	1	1	4	5	8	False
20910	3	4	14	5	5	8	False
30574	2	2	2	5	6	11	False
11125	1	1	4	1	1	1	False
16965	1	1	8	1	1	1	False
1070	1	1	5	1	1	1	False
1010	1	1	2	1	1	2	False
46869	1	1	2	1	1	1	False
51137	1	1	2	2	2	7	False
22343	2	2	31	3	3	4	False
46573	1	1	3	1	1	2	False
9915	1	2	2	2	2	5	False
1444	1	1	1	1	1	1	False
15752	1	1	2	2	3	3	False
36090	2	3	15	4	4	19	False
48204	1	1	1	1	1	1	False
31491	1	1	3	8	9	21	False
33711	1	1	1	2	2	4	False
5898	1	1	1	1	1	1	False
30097	1	1	2	1	1	1	False
4291	1	1	3	2	2	3	False
39958	1	1	1	1	1	1	False
1352	1	1	1	4	4	9	False
44510	1	1	3	1	1	1	False
29792	1	1	6	2	2	3	False
2566	1	1	1	1	1	1	False
33065	1	1	1	9	10	105	False
40591	1	1	2	1	1	1	False
24072	1	1	14	2	2	2	False
1104	1	1	3	1	1	4	False
32478	2	2	2	10	15	54	False
39367	1	1	1	4	5	9	False
22025	1	1	1	1	1	1	False
42226	1	1	1	6	7	13	False
3888	1	1	2	7	7	119	False
38368	1	1	2	5	6	15	False
27072	1	1	1	4	5	9	False
38211	1	1	6	1	1	1	False
46982	2	2	19	1	1	1	False
15805	1	1	1	3	4	4	False
2572	2	3	8	3	3	5	False
40809	1	1	1	1	1	1	False
5819	1	1	3	8	8	20	False
4811	1	1	1	1	1	2	False
14846	1	1	2	1	1	1	False
26981	1	1	2	2	2	4	False
28419	1	1	1	1	1	1	False
13366	1	1	2	1	1	1	False
5434	1	1	2	1	1	4	False
6552	1	1	1	1	1	1	False
34939	1	1	2	2	2	2	False
12281	1	5	13	2	2	12	False
23374	2	2	4	1	1	2	False
44126	1	1	6	2	2	2	False
8733	1	1	1	3	3	3	False
38093	1	1	1	1	1	6	False
50913	1	1	1	5	5	14	False
27711	1	1	4	1	1	1	False
27825	1	1	1	1	1	1	False
7363	1	1	1	1	2	3	False
4809	1	1	3	1	1	1	False
28215	1	1	2	1	1	2	False
2520	1	1	2	2	2	2	False
10893	1	1	1	1	1	1	False
8472	1	1	2	1	1	1	False
48101	1	1	3	1	1	13	False
6218	2	2	3	12	14	41	False
23146	1	1	2	1	1	3	False
48541	1	1	6	1	1	1	False
7112	1	2	2	6	8	11	False
161	1	1	6	2	2	10	False
5324	1	1	1	1	1	2	False
12463	2	2	5	13	21	28	False
45649	1	1	2	7	7	11	False
28914	1	1	2	1	1	1	False
6037	1	1	2	7	7	19	False
34644	2	3	3	5	5	17	False
43597	2	2	6	6	7	18	False
8711	2	2	6	3	4	4	False
5136	1	1	1	1	1	1	False
798	1	1	1	4	4	4	False
41393	1	1	1	2	2	2	False
36419	2	2	2	1	1	2	False
16026	1	1	1	1	1	1	False
35095	2	2	2	5	5	24	False
21940	3	7	16	14	25	112	False
23076	1	1	5	2	2	2	False
10144	2	3	6	3	3	3	False
13306	1	1	2	1	1	1	False
61	1	1	2	1	1	1	False
4108	1	1	1	1	1	2	False
2472	1	1	2	1	1	1	False
11916	1	1	4	1	1	1	False
42052	2	2	80	3	3	3	False
2989	1	1	1	1	1	1	False
18986	1	1	3	2	4	8	True
8560	2	2	4	4	4	7	False
21922	1	1	2	1	1	1	False
40208	1	1	1	3	3	14	False
39757	1	1	1	1	1	2	False
20634	1	1	1	1	1	1	False
36309	1	1	4	1	1	3	False
1848	3	3	3	5	5	7	False
14177	1	1	2	1	1	1	False
22663	1	1	3	7	11	15	False
31008	1	1	2	2	2	3	False
559	1	1	1	1	1	1	False
31107	1	1	2	1	1	1	False
20208	1	2	3	3	3	3	False
47283	1	1	2	2	3	3	False
10654	1	1	3	1	1	1	False
47359	1	1	1	2	2	2	False
20578	1	1	2	1	1	1	False
27570	1	1	4	1	1	4	False
132	1	1	5	2	2	80	False
51927	1	1	2	1	1	2	False
41270	1	1	4	1	1	1	False
47736	1	1	1	3	3	4	False
36472	1	1	1	1	1	1	False
10363	1	1	5	1	1	1	False
3047	1	1	1	1	1	2	True
38545	1	1	1	3	3	24	False
6469	2	2	6	1	1	3	False
6553	1	1	3	1	1	1	False
6806	2	2	6	8	8	27	False
50599	1	1	4	1	1	1	False
9319	1	1	1	1	1	1	False
32898	1	1	2	1	1	1	False
26110	1	1	3	1	1	1	False
47495	1	1	2	2	2	2	False
27526	1	1	3	4	4	11	False
47559	1	1	1	1	1	2	False
50052	2	2	5	4	4	7	False
32049	2	2	3	13	15	56	True
36217	1	1	1	8	11	14	False
30817	1	1	2	3	3	7	False
28466	1	1	3	1	1	1	False
26391	3	3	10	6	6	11	False
39235	1	1	1	1	1	1	False
5249	1	1	1	1	1	5	False
29261	1	1	4	4	4	17	False
29295	1	1	1	1	1	2	False
19715	1	1	1	2	2	2	False
28905	1	1	1	2	2	2	False
2376	2	3	8	2	3	6	False
48075	1	1	1	1	1	1	False
35981	1	1	2	1	1	1	False
27259	1	1	1	1	1	2	False
41484	1	1	2	1	1	1	False
1504	1	1	2	1	1	1	False
20218	1	1	1	2	2	3	False
27672	3	3	3	22	46	120	False
27737	1	1	1	1	1	5	False
3947	1	1	4	2	2	2	False
41426	1	1	1	1	1	1	False
7184	1	1	4	1	1	1	False
9342	1	1	2	2	2	3	False
22661	1	1	1	5	5	6	False
39259	1	1	1	1	1	1	False
52177	1	1	2	1	1	1	False
12483	2	2	2	3	3	3	False
13222	1	1	4	1	1	1	False
9571	1	1	1	1	1	1	False
12371	1	1	1	1	1	1	False
43935	1	2	2	2	2	2	False
49222	1	1	1	4	4	7	False
30329	1	1	1	1	1	1	False
29031	1	1	1	1	1	1	False
5873	1	2	2	2	2	2	False
33502	1	1	1	1	1	3	False
13064	1	1	1	2	2	4	False
4938	1	1	1	1	1	1	False
4630	1	1	2	3	3	10	False
17569	1	1	1	1	1	2	False
27511	2	2	4	5	5	11	False
24956	1	1	5	1	1	1	False
1742	1	1	2	1	1	1	False
3637	1	1	1	1	1	2	False
20712	1	1	1	2	2	2	False
36732	1	2	2	6	7	37	False
36790	2	2	4	2	2	2	False
517	2	4	13	15	16	130	False
6748	1	1	1	1	1	2	False
25276	2	2	2	8	11	82	True
44213	2	3	3	3	3	6	False
42990	1	1	2	6	7	11	False
48699	1	1	3	1	2	3	False
47045	1	1	1	1	1	1	False
34132	1	1	1	2	2	24	False
9551	2	3	8	6	6	7	False
13177	1	1	1	1	1	1	False
10100	3	6	10	18	30	100	False
12810	1	1	1	1	4	7	False
5303	1	1	1	1	1	2	False
10656	1	1	1	3	3	5	False
10385	1	1	1	3	3	3	False
22704	1	1	4	1	1	1	False
40722	1	1	3	2	2	2	False
40873	1	1	1	1	1	1	False
48739	1	1	1	1	1	1	False
16108	1	1	1	3	3	3	False
30468	1	1	2	1	1	1	False
20137	2	3	4	19	23	31	False
28881	1	2	7	13	17	39	False
7629	1	1	1	3	3	4	False
23110	1	2	3	6	9	14	False
7752	1	1	1	1	1	1	False
34649	1	1	1	6	6	12	False
9417	2	2	3	7	7	19	False
11971	1	1	1	2	2	5	False
34696	1	1	1	1	1	7	False
25705	1	1	1	1	1	1	False
43515	1	1	2	1	1	1	False
9048	1	1	1	1	1	1	False
51029	2	3	7	14	15	41	False
18804	1	1	2	4	4	6	True
14718	2	2	3	5	5	10	False
49069	1	1	1	3	3	6	False
28556	1	1	2	1	1	15	False
18075	1	1	3	2	2	3	False
1374	1	1	1	3	3	55	False
33140	1	1	1	2	2	2	False
38920	2	2	2	1	1	1	False
27767	1	1	1	1	1	5	False
26258	1	1	1	1	1	1	False
26202	1	1	1	1	1	1	False
42142	1	1	2	1	1	1	False
6426	1	1	1	3	3	3	False
30725	1	1	1	1	1	1	False
8406	1	1	2	1	1	1	False
48904	1	1	2	1	1	1	False
6506	1	1	1	1	1	1	False
926	1	1	2	1	1	1	False
16387	1	1	3	1	1	2	False
30066	1	1	1	3	3	6	False
29099	1	1	1	2	2	2	False
49095	1	1	7	1	1	1	False
12622	1	1	1	2	2	2	False
46109	1	1	3	1	1	188	False
3999	1	1	2	1	1	2	False
49070	1	1	1	4	4	6	False
4478	2	2	3	12	15	67	False
7241	1	1	2	6	7	11	False
9743	1	2	2	3	3	7	False
39165	1	1	1	1	1	1	False
38379	1	1	1	1	1	4	False
12651	1	1	1	2	2	2	False
10706	1	1	2	3	3	8	False
38157	1	2	2	4	4	4	False
47294	1	3	6	1	1	1	False
13137	1	1	1	1	1	2	False
15327	1	1	1	15	26	49	False
16535	1	1	2	2	2	3	False
41669	1	1	1	1	1	1	False
37001	1	1	1	2	2	2	False
2505	4	5	9	11	11	16	False
49206	1	1	2	2	2	2	False
38265	1	1	1	1	1	1	False
5456	2	2	2	7	10	24	False
5835	1	2	2	9	9	14	False
37278	1	1	4	1	1	1	False
48557	1	1	1	1	1	1	False
40229	1	1	1	6	8	57	False
24867	1	1	1	4	4	12	False
27362	1	1	1	2	2	5	False
39836	1	1	4	1	1	1	False
17745	1	1	1	2	2	3	False
36750	1	1	1	3	3	3	False
17339	1	1	8	2	2	2	False
11016	1	1	1	3	3	4	False
35098	1	2	2	1	1	1	False
28737	1	1	1	1	1	3094	False
24341	1	1	1	2	2	3	False
39151	1	1	1	1	1	16	False
26707	1	1	1	1	1	2	False
16475	3	3	6	6	7	437	False
20682	1	1	2	1	1	1	False
12601	1	1	2	1	1	6	False
15957	1	1	1	1	1	2	False
43423	1	1	1	1	1	1	False
24101	1	1	1	2	2	2	False
8568	1	1	2	1	1	1	False
16694	1	1	2	1	1	1	False
20593	1	1	1	1	1	1	False
29590	1	1	1	1	1	1	False
29895	1	1	1	1	1	1	False
21333	1	1	1	1	1	1	False
50413	1	1	1	1	1	1	False
17016	1	1	1	1	1	1	False
10247	1	1	1	1	1	1	False
38734	2	2	3	5	5	10	False
21568	1	2	5	1	1	1	False
34636	2	2	4	14	22	81	False
14960	1	1	1	7	8	26	False
9069	1	1	4	1	1	1	False
40288	1	1	1	1	1	1	False
8918	1	1	1	1	1	2	False
8949	1	1	3	2	2	4	False
43652	3	3	15	2	3	4	False
27508	2	2	2	7	8	17	False
19513	1	1	4	1	1	1	False
8013	1	1	4	2	2	3	False
35727	1	2	2	7	8	13	False
19308	1	1	1	1	1	1	False
38268	1	1	1	1	1	1	False
233	1	1	3	1	1	2	False
31014	1	1	1	1	1	93	False
42367	1	1	1	1	1	1	False
12723	1	1	1	2	2	4	False
43862	1	2	3	4	4	4	False
42923	1	1	1	1	1	1	False
17274	1	1	1	1	1	2	False
33041	1	1	1	3	3	3	False
36444	1	1	1	2	2	5	False
48004	2	2	2	1	1	1	False
5836	1	1	1	2	2	61	False
209	1	1	1	2	2	2	False
27202	1	1	1	1	1	1	False
25167	1	1	1	1	1	1	False
27305	1	1	1	5	8	20	False
36583	1	1	2	2	2	4	False
26967	2	2	2	1	1	3	False
22524	1	1	2	7	8	13	False
10789	2	2	2	1	1	7	False
10331	1	1	2	2	2	2	False
11162	1	1	1	1	1	2	False
28080	1	1	2	2	2	6	False
25900	1	1	1	2	2	3	False
49285	1	1	2	1	1	2	False
25602	1	1	1	1	1	1	False
45237	1	1	1	1	1	2	False
16798	1	1	1	1	1	1	False
31634	1	1	3	1	1	4	False
42825	1	1	1	1	1	1	False
44043	1	1	1	1	1	1	False
52145	1	1	1	1	1	2	False
42734	1	1	2	1	1	1	False
37424	1	1	1	1	1	3	False
23118	1	1	1	9	12	13	False
9481	1	1	1	1	1	1	False
4388	1	1	1	1	1	1	False
52239	2	2	2	5	7	12	False
49464	2	2	2	8	8	41	False
37266	1	1	1	2	2	3	False
18978	2	2	2	5	5	9	False
30197	1	1	1	2	2	27	False
11048	2	3	3	7	8	247	False
30159	1	1	2	1	1	1	False
8740	1	1	1	4	4	4	True
14848	1	1	1	2	2	5	False
39546	1	1	1	1	1	1	False
16758	1	1	1	1	1	1	False
6674	1	1	4	2	2	3	False
46119	1	1	6	1	1	2	False
268	1	1	3	1	1	1	False
10534	1	1	1	2	2	5	False
48805	1	1	5	17	23	34	False
20118	1	1	2	1	1	2	False
4065	1	1	1	4	4	7	False
31399	1	1	2	1	1	1	False
12843	1	1	4	1	1	1	False
24729	1	1	1	1	1	1	False
5480	1	1	1	5	5	6	False
43939	1	1	1	3	3	6	False
18710	1	1	1	1	1	1	False
10194	1	1	1	1	1	1	False
52195	1	1	1	1	1	1	False
28652	3	3	8	8	11	48	False
19665	3	3	5	10	15	28	True
22288	1	1	1	1	1	1	False
30244	1	1	3	1	1	1	False
32466	1	1	1	2	2	4	True
50474	2	2	3	3	3	7	False
39009	1	1	1	3	3	5	False
49181	1	1	1	3	3	4	False
48599	1	1	1	1	1	2	False
36458	1	1	1	4	5	13	False
23637	1	1	2	5	5	23	False
251	1	1	1	1	1	2	False
10368	1	1	1	2	2	3	False
9557	1	1	1	1	1	1	False
43345	1	1	1	1	1	1	False
12112	1	1	1	1	1	1	False
41120	1	1	1	1	1	1	False
43938	1	1	1	1	1	9	False
41204	1	1	3	1	1	2	False
19873	1	1	1	2	2	783	True
45632	1	2	2	6	7	7	False
27933	1	2	2	8	9	11	False
31646	1	1	1	1	1	1	False
1073	1	1	1	1	1	2	False
16832	1	1	2	1	1	1	False
28853	1	1	1	3	3	5	False
979	1	1	1	2	2	4	False
9419	2	2	5	5	5	20	False
3612	1	1	3	1	1	4	False
51091	1	1	1	1	1	1	False
10279	1	1	1	1	1	1	False
18032	2	2	6	5	5	7	False
42258	1	1	2	1	1	1	False
36784	1	1	1	2	2	19	False
36952	2	2	2	2	2	2	False
26619	2	2	4	14	21	43	True
9280	1	1	1	1	1	1	False
35369	1	1	1	1	1	2	False
48696	1	1	1	2	2	2	False
48595	2	2	2	10	12	28	False
25513	2	2	2	1	1	1	False
12717	1	2	2	8	10	36	False
5513	1	1	1	1	1	1	False
24108	1	1	1	1	1	1	False
31490	1	1	1	1	1	1	False
48952	1	1	1	1	1	2	False
33686	1	1	1	1	1	1	False
45329	1	1	1	1	1	1	False
21942	1	1	1	1	2	2	False
47338	1	1	1	1	1	1	False
17258	1	1	1	3	3	5	False
32921	1	1	1	1	1	1	False
17906	2	2	6	2	2	2	False
48033	1	1	1	1	1	1	False
14961	1	1	1	10	12	33	False
37399	1	1	1	1	1	2	False
32410	1	1	2	1	1	4	False
23539	2	3	31	3	4	18	False
23045	1	1	1	1	1	1	False
46073	1	1	1	1	1	1	False
18116	1	1	1	1	1	1	False
11006	1	1	1	1	1	1	False
44215	4	7	7	5	5	12	False
44755	1	1	1	3	3	5	False
30321	1	1	1	1	2	2	False
11487	1	1	1	6	6	16	False
5130	1	1	1	1	1	3	False
26467	1	1	1	3	3	3	False
12473	1	2	3	3	4	6	False
15300	1	1	1	2	3	4	False
13773	2	2	2	2	2	2	False
19997	1	1	1	1	1	1	False
20183	1	1	1	1	1	1	False
47291	1	1	1	1	1	1	False
43899	1	1	1	2	2	6	False
24626	1	1	1	1	2	2	False
41178	1	1	1	3	3	8	False
41203	1	1	1	1	1	1	False
17325	1	1	1	1	1	1	False
6316	1	1	1	1	1	10	False
1202	1	1	5	1	1	2	False
23307	1	1	1	1	1	1	False
23253	1	2	9	3	3	3	False
29653	1	1	1	1	1	1	False
24884	1	1	1	5	6	10	False
18888	1	1	1	1	1	1	False
6646	2	2	72	11	12	138	False
26689	1	1	1	3	3	3	False
9746	1	1	2	3	3	3	False
21494	1	1	1	1	1	1	False
14606	1	1	1	1	1	6	False
36984	1	1	1	2	2	2	False
11696	4	6	72	12	17	48	False
12478	1	1	1	2	3	5	False
10315	1	2	2	8	9	14	True
24767	1	1	1	1	1	1	False
48520	1	1	1	1	1	1	False
34674	1	1	1	1	1	6	False
17406	1	1	1	1	1	3	False
47732	1	1	1	1	1	1	False
45773	1	1	1	1	1	1	False
10604	1	1	1	1	1	1	False
28650	1	1	1	2	2	3	False
19705	1	1	1	1	1	3	False
49806	1	1	2	1	1	2	False
23624	1	1	1	3	3	5	False
7969	1	1	2	5	6	13	False
9793	1	1	1	1	1	1	False
14383	2	2	2	13	16	62	False
24106	1	1	4	1	1	1	False
41762	1	1	1	1	1	2	False
22695	1	1	4	3	3	31	False
10102	1	1	1	3	3	6	False
49238	1	1	3	1	1	5	False
49310	1	1	1	1	1	1	False
44860	1	2	2	2	2	4	False
49602	1	1	1	1	1	1	False
20943	2	2	4	1	1	1	False
799	1	1	3	8	9	9	False
10991	1	1	3	6	6	14	False
46040	1	2	6	2	2	2	False
5345	1	1	5	1	1	29	False
5092	1	1	2	1	1	2	False
48258	1	1	1	1	1	1	False
42138	1	1	2	1	1	1	False
46844	1	1	2	1	1	1	False
22239	1	1	2	1	1	2	False
22213	1	1	2	1	1	2	False
17739	1	1	3	2	2	19	False
18858	1	1	2	1	1	1	False
3158	1	1	1	1	1	1	False
41971	1	1	1	1	1	1	False
9543	2	2	3	3	3	3	False
15338	1	1	2	7	8	16	False
31158	1	1	2	6	6	10	False
835	1	1	3	1	1	1	False
51279	1	1	1	4	5	5	False
14364	2	2	2	5	5	11	False
50934	1	1	1	2	3	4	False
14739	1	1	2	1	1	3	False
10338	1	1	2	2	2	2	False
28016	1	1	1	2	2	2	False
39531	1	1	2	3	3	11	False
42218	1	1	1	2	4	9	False
51368	1	1	2	1	1	2	False
47445	1	1	2	1	1	1	False
33054	1	1	2	4	5	19	False
17895	1	1	1	1	1	1	False
