cluster_number	contributing_patients_long_interval	num_tcrs_in_clust_long_interval	total_reads_long_interval	contributing_patients_no_nact	num_tcrs_in_clust_no_nact	total_reads_no_nact	is_cancer_assoc
12555	1	1	1	1	1	1	False
49520	1	1	1	1	1	1	False
4373	1	1	1	5	5	9	False
49426	2	3	3	3	3	7	False
385	2	2	2	5	5	6	False
11499	3	4	11	7	9	240	False
21920	1	1	1	1	1	1	False
46764	5	10	21	17	29	60	False
11051	1	1	2	1	1	1	False
14952	3	4	5	8	8	98	False
47135	1	1	1	4	4	8	False
4606	9	15	33	24	40	121	False
41166	2	2	2	3	3	351	False
28137	3	3	5	14	22	134	False
27455	7	9	52	15	28	349	False
32480	2	2	4	5	6	65	False
40206	1	1	1	14	18	37	False
1595	5	6	12	16	20	49	False
42535	6	10	16	28	64	135	True
7815	1	1	2	5	7	17	False
43605	2	2	3	4	6	26	False
43555	7	12	76	20	33	118	False
42516	6	7	11	14	20	68	False
38956	1	1	1	2	2	2	False
8699	1	1	1	14	24	193	False
27531	3	3	8	5	5	7	False
8746	2	2	4	6	7	17	False
8822	1	1	1	1	1	1	False
8917	1	1	1	1	1	1	False
9092	1	1	1	1	1	3	False
42549	2	2	2	6	6	18	False
42541	1	1	2	5	5	10	False
32302	3	4	7	11	15	31	False
7856	1	1	1	2	2	3	False
50907	5	5	10	12	13	89	False
7972	6	6	9	14	17	68	False
49849	2	3	5	12	13	24	False
17660	3	3	5	3	3	5	False
26751	5	6	8	9	9	21	False
39481	2	2	3	5	8	19	False
49916	1	1	2	1	1	5	False
39723	6	7	17	16	18	27	False
39702	3	3	5	12	13	30	False
19486	1	1	1	1	1	1	False
17621	3	3	4	2	2	2	False
50667	4	4	4	9	10	19	False
50665	6	10	29	10	15	46	False
26736	10	16	23	26	55	140	False
26765	1	2	3	5	6	16	False
31261	1	1	1	1	1	2	False
31168	3	4	16	14	18	36	False
37813	9	16	43	26	52	210	True
50891	1	1	2	4	4	5	False
43158	2	2	3	5	6	32	False
4626	2	2	6	2	2	3	False
30989	10	23	53	29	79	249	True
31335	3	3	4	5	5	71	False
1384	2	2	12	1	1	3	False
121	3	3	3	5	5	11	False
22907	10	13	132	28	54	100	True
31325	4	5	7	10	13	32	False
47426	4	4	9	14	26	53	False
18039	4	8	9	18	29	117	False
18058	1	1	1	5	5	8	False
3905	8	16	133	20	35	80	False
491	7	12	16	22	43	660	False
46036	3	3	3	13	16	30	False
42349	1	1	1	1	1	14	False
22820	2	2	3	1	1	1	False
27755	2	3	18	3	3	3	False
30316	2	3	3	5	6	8	False
44185	4	5	6	27	43	136	False
32754	1	1	3	1	1	1	False
39275	1	1	1	1	1	1	False
26624	3	3	3	8	9	22	False
45896	1	1	1	1	1	1	False
45812	8	11	83	11	21	51	False
47455	1	1	2	3	3	26	False
29274	2	2	2	5	6	1194	False
40009	3	4	9	13	20	32	False
41615	4	5	6	8	10	19	False
44957	5	6	116	9	13	90	True
34249	1	1	1	1	1	2	False
9532	5	6	10	2	2	13	False
10994	1	1	1	2	2	2	False
15345	6	14	32	13	20	34	False
21035	9	15	21	17	35	78	True
2715	2	2	2	1	2	4	False
4383	1	1	1	5	5	10	False
26349	1	1	2	1	1	1	False
11682	5	5	7	7	9	12	False
5187	4	6	7	13	14	16	False
29477	1	1	2	3	3	3	False
25495	3	3	5	9	14	19	False
19912	5	5	7	4	4	4	False
13500	1	1	1	1	1	1	False
5439	1	1	1	1	1	1	False
17863	4	5	10	5	6	16	False
16494	5	6	9	14	15	33	False
40615	5	10	20	13	17	635	False
44963	10	17	34	23	48	849	True
29275	5	7	14	4	4	7	False
32811	10	12	19	20	37	125	True
45141	1	1	1	2	2	5	False
4639	2	2	2	8	9	100	False
24178	1	1	1	1	1	1	False
37645	3	4	6	5	6	30	False
31820	1	1	2	3	3	7	False
21242	8	12	95	17	36	62	False
33260	1	1	1	2	3	3	False
24025	3	3	3	6	6	103	False
20555	9	13	20	23	44	97	True
13300	4	6	8	12	16	33	False
51908	1	1	1	1	1	1	False
45621	3	3	3	5	8	17	False
23973	6	7	7	10	17	25	False
4063	4	4	8	1	1	3	False
33090	3	3	4	1	1	1	False
14532	1	1	1	2	2	2	False
28594	5	12	36	12	15	31	True
48066	1	1	2	2	2	4	False
4889	2	2	3	3	4	13	False
2321	5	6	10	5	8	97	False
5852	7	7	10	12	17	28	False
6186	4	4	4	9	13	28	False
28565	8	13	38	15	19	136	False
7577	6	6	11	16	22	55	False
7587	7	10	13	15	30	105	False
19657	1	1	1	7	8	12	False
47939	4	4	15	12	18	68	False
7639	3	4	5	9	10	36	False
31309	4	7	11	12	14	25	False
44663	3	3	3	7	7	9	False
41465	1	1	1	1	1	1	False
16271	1	1	1	4	4	99	False
37330	1	1	1	1	1	1	False
46722	1	1	1	1	1	10	False
11977	3	4	4	8	8	11	False
16472	1	1	1	3	4	11	False
42024	7	12	18	22	33	238	False
52281	3	3	5	9	11	26	False
52224	5	8	10	14	22	64	False
18555	3	3	5	3	3	5	False
14912	6	8	13	16	28	88	True
11959	5	7	23	8	14	28	False
9868	7	9	46	19	29	48	False
42929	4	4	8	11	16	112	False
45083	1	1	1	1	1	2	False
45000	5	6	7	11	14	37	False
13995	11	16	55	24	54	106	False
24479	3	5	20	6	10	16	False
13827	3	3	4	12	14	27	False
17447	2	2	2	8	11	15	False
18952	7	10	72	27	53	146	False
46608	4	5	5	13	16	39	False
51418	1	1	1	1	1	1	False
9521	5	7	12	13	19	33	False
13060	2	2	5	2	2	4	False
11000	6	7	18	14	22	92	False
40250	1	1	2	9	10	14	False
1579	7	8	16	10	14	30	False
43643	2	2	3	1	1	3	False
50076	6	11	29	18	27	58	False
9070	1	1	1	1	1	1	False
43593	3	3	12	6	6	29	False
40192	4	5	9	13	20	36	False
8797	4	5	11	5	6	9	False
1631	5	5	27	13	14	25	False
32331	3	3	3	4	4	5	False
41672	1	1	1	1	1	2	False
1585	8	15	37	25	49	182	False
37828	1	1	2	5	7	18	False
18297	3	3	4	2	2	9	False
37933	1	1	1	1	1	2	False
35678	5	6	9	23	44	90	False
26847	1	1	1	1	1	1	False
50755	1	1	1	1	1	1	False
37949	2	2	3	5	6	19	False
3610	1	1	1	1	1	3	False
49848	2	2	3	1	1	3	False
35690	4	6	8	14	18	168	False
20745	7	7	11	18	29	109	True
17618	2	2	2	4	4	37	False
35688	3	4	6	20	35	333	True
3662	7	12	49	23	33	403	False
26769	1	2	2	4	4	5	False
46487	1	1	1	2	2	2	False
37909	6	7	11	16	23	59	False
22354	5	5	8	14	16	72	False
50648	3	3	26	5	6	77	False
23951	1	1	2	1	1	1	False
51732	2	2	2	5	5	15	False
43204	2	2	3	1	2	4	False
31141	2	2	2	11	13	140	False
31364	1	1	1	2	2	8	False
8235	4	4	11	7	8	106	False
30524	5	5	6	15	18	34	True
2025	1	1	1	3	4	7	True
42945	6	7	47	9	14	30	True
49033	11	24	115	27	86	218	True
49154	10	24	163	26	68	236	False
805	3	3	9	2	3	14	False
46034	8	11	26	21	42	123	False
46117	1	1	1	2	2	3	False
49038	11	36	72	34	109	430	False
36722	4	4	4	6	6	12	False
44135	1	1	1	2	2	2	False
3882	6	8	23	12	18	39	True
1335	6	8	19	16	24	148	False
3913	3	3	4	13	14	48	False
1341	6	9	31	16	24	32	False
44079	5	7	7	8	9	70	False
11256	1	1	1	3	3	7	False
46029	2	2	2	15	20	41	False
36450	1	1	1	1	1	1	False
22515	6	6	12	14	23	103	False
10714	2	3	3	1	1	1	False
47653	4	4	20	13	17	31	False
31783	4	4	5	14	20	47	False
41728	1	1	1	1	1	2	False
42941	5	6	12	19	36	143	False
31007	5	10	11	11	14	70	False
30665	1	1	1	1	1	2	False
25250	2	2	3	6	6	7	False
1863	2	3	4	3	3	5	False
44271	3	3	4	3	3	12	False
25869	3	3	7	3	4	4	False
24208	8	15	54	17	32	86	False
25950	1	1	4	1	1	6	False
24298	2	2	2	3	4	4	False
25816	1	1	1	2	2	3	False
24225	7	18	64	31	77	236	False
25270	2	2	4	4	6	39	False
15657	3	3	3	2	2	26	False
14366	6	8	17	16	18	43	False
39101	2	2	3	11	13	50	False
26591	3	3	3	7	9	67	False
27920	10	17	20	20	47	72	False
4637	2	2	2	3	3	272	False
45395	3	3	5	12	17	41	False
33890	7	9	56	11	14	56	False
51448	3	3	16	2	2	5	False
51438	4	9	143	12	22	80	False
51528	1	1	2	3	4	5	False
24881	4	4	6	12	17	38	False
45406	6	8	20	17	25	88	False
20403	3	3	4	4	6	41	False
46395	1	1	1	1	1	1	False
35541	1	1	1	1	1	1	False
25661	2	2	6	5	6	16	False
27143	5	6	15	10	13	45	True
31780	2	2	2	8	9	21	False
20201	1	1	1	3	3	5	False
28287	1	1	1	1	1	1	False
6369	1	1	1	7	8	27	False
33232	2	2	3	1	1	19	False
34454	6	8	52	14	19	185	False
16100	10	15	35	26	48	132	True
31058	1	1	1	1	1	6	False
11697	5	7	14	4	5	16	False
12282	2	2	5	4	4	5	False
12349	1	1	1	1	1	2	False
26257	2	2	3	3	3	3	False
11683	4	4	4	18	27	56	False
12542	1	1	1	3	3	3	False
12472	2	4	4	10	13	19	False
21576	1	1	1	6	12	46	False
30970	7	13	14	18	22	47	False
45311	1	1	1	1	1	1	False
885	1	1	1	1	1	1	False
31795	3	3	3	7	8	23	False
27910	6	8	11	7	10	21	False
5638	2	3	3	11	17	30	True
43884	2	2	4	1	1	1	False
49198	2	2	2	1	1	6	False
15775	2	2	2	7	9	18	False
16697	6	7	8	8	10	16	False
11296	1	1	1	6	6	17	False
19897	2	2	2	6	6	8	False
32938	1	1	1	1	1	5	False
41562	5	5	15	12	14	23	True
23996	2	2	3	3	3	3	False
42786	2	2	2	2	2	2	False
34293	2	2	2	6	8	12	False
51885	1	1	1	1	1	4	False
48841	3	3	3	4	4	33	False
40663	1	1	1	1	1	1	False
4255	1	1	1	1	1	1	False
20145	3	4	4	12	17	32	False
51859	2	2	2	7	8	13	False
45118	10	19	52	24	56	166	False
33642	5	5	6	11	18	32	True
2737	3	3	4	14	23	143	False
47759	2	2	2	1	1	1	False
33607	4	4	9	5	5	11	False
45252	4	4	8	2	2	2	False
16098	3	3	3	6	6	33	False
14678	1	1	1	1	1	2	False
32872	1	1	1	1	1	4	False
36933	10	16	38	24	38	158	False
231	1	1	1	1	1	1	False
15727	9	13	17	26	59	90	True
30997	4	5	18	14	15	17	True
7411	1	1	1	1	1	1	False
43870	5	6	11	11	13	46	True
16126	3	4	5	8	10	11	False
40601	2	2	4	5	5	9	False
11257	2	2	3	1	1	1	False
48802	1	1	1	2	2	2	False
4068	2	2	25	6	8	37	False
27938	6	6	10	7	9	17	False
6006	4	8	51	10	16	34	False
28628	6	7	14	8	9	18	False
5022	8	19	43	30	64	352	False
2363	1	1	1	3	4	4	False
47915	4	6	10	11	15	64	False
28849	1	1	1	6	7	15	False
23119	4	9	11	12	17	37	False
5803	4	5	17	13	20	56	False
23181	1	1	1	4	5	29	False
19640	1	1	1	4	7	38	False
937	9	18	31	27	67	1145	True
37436	1	1	1	1	1	1	False
6029	1	1	1	2	2	2	False
19652	7	16	24	23	48	122	True
2023	1	1	1	1	1	1	False
12990	1	1	1	2	2	4	False
23641	3	4	9	4	5	10	False
48523	1	1	1	1	1	1	False
40465	2	2	2	4	4	16	False
42015	2	3	3	9	10	29	False
48565	1	1	1	1	1	1	False
4871	1	1	1	6	6	7	False
9941	1	1	1	4	5	18	False
31630	2	2	2	1	1	3	False
42048	4	4	5	12	13	94	False
16476	2	2	2	8	9	16	False
11972	3	3	5	14	20	34	False
42038	3	3	3	2	2	4	False
49456	4	5	6	10	10	15	False
18544	3	3	3	11	13	90	False
42717	1	1	1	1	1	1	False
11474	5	5	17	11	12	28	False
18967	3	3	6	4	4	5	False
18991	1	1	1	2	2	4	False
18955	6	10	18	15	28	70	False
14033	4	4	6	5	6	15	False
14942	1	1	1	4	5	9	False
14030	3	4	7	6	6	9	False
4952	2	2	2	3	3	3	False
44130	1	1	1	1	1	1	False
13984	5	7	7	23	38	111	False
27599	1	1	1	2	2	2	False
1769	1	1	1	1	1	9	False
39999	8	11	242	20	26	57	True
33894	1	1	2	4	5	20	False
7818	7	11	76	11	15	58	False
42507	1	1	1	10	12	24	False
42515	3	3	3	17	20	56	False
8955	1	1	1	2	2	10	False
8707	4	4	4	13	16	132	False
40178	6	7	12	14	20	51	False
40231	4	4	5	7	7	12	False
42537	3	3	10	3	3	5	False
43595	7	7	55	10	11	86	False
1567	10	21	70	28	74	299	False
1640	3	3	5	9	10	472	False
33886	2	2	2	5	5	11	False
18244	4	5	36	17	25	60	False
23885	1	1	1	1	1	1	False
8118	1	1	1	1	1	2	False
7978	2	2	2	3	6	11	False
18816	4	5	17	16	22	188	False
23786	4	5	17	8	11	32	False
36574	1	1	1	4	5	13	False
26749	4	5	219	11	17	34	False
49856	1	1	1	5	6	12	False
39512	3	3	9	5	6	13	False
26782	1	1	1	3	3	6	False
17632	1	1	1	5	7	24	False
50661	2	2	2	7	7	22	False
19353	1	1	1	6	6	205	False
39700	5	6	11	9	12	28	False
39682	8	11	106	8	12	21	False
14722	4	4	8	7	10	477	False
49827	4	4	5	17	24	211	False
20846	1	1	1	1	1	2	False
34324	2	2	2	6	6	9	False
39344	4	5	17	12	14	78	True
31323	3	3	6	3	3	6	False
27677	3	3	4	6	9	50	False
24588	5	6	8	10	10	34	False
37718	1	1	1	1	1	7	False
8216	5	10	36	15	28	71	False
28468	2	2	2	3	3	4	False
36692	3	3	11	13	16	83	False
37104	1	1	1	1	1	7	False
22523	5	5	5	13	18	42	False
28381	4	6	14	12	22	58	False
42256	1	1	1	1	1	4	False
7099	8	15	25	17	34	112	False
17029	4	4	5	18	31	114	False
28339	7	10	32	19	32	78	False
51262	3	3	6	12	15	51	False
51217	6	7	8	13	20	43	False
50442	6	8	16	17	28	52	False
20939	3	3	3	6	6	127	False
1407	1	1	1	1	1	1	False
40986	4	5	11	18	22	148	False
44393	1	1	2	2	2	4	False
25259	1	1	1	13	16	28	False
25905	1	1	1	1	1	1	False
44173	4	4	6	10	11	30	False
44200	6	6	10	14	17	28	False
44305	5	5	20	12	13	18	False
27716	1	1	1	2	2	5	False
25793	7	9	36	18	25	57	False
24218	5	5	278	17	21	69	False
25861	1	1	1	2	2	3	False
44308	2	2	2	3	3	9	False
44325	1	1	1	2	2	2	False
32655	3	3	5	7	8	56	False
14392	1	1	1	6	6	14	False
39112	6	8	12	18	24	74	False
20409	6	7	26	11	19	69	False
51668	1	1	1	1	1	15	False
45901	2	2	2	1	1	10	False
51480	1	1	1	4	4	5	False
24852	8	15	42	24	57	432	True
46352	2	2	5	1	1	2	False
20449	1	1	1	1	1	1	False
45398	8	9	15	9	17	47	False
20385	2	2	7	4	4	11	False
20441	1	1	2	1	1	2	False
45381	3	4	27	12	14	21	False
20397	3	4	5	8	10	27	False
31772	4	7	10	16	21	36	False
4111	2	2	2	1	1	2	False
41557	12	22	264	28	80	446	True
23065	1	1	1	1	1	1	False
16684	2	2	3	6	8	86	False
37044	2	2	3	1	1	5	False
8535	6	6	9	12	17	132	True
29709	4	4	6	7	8	16	False
9545	6	7	8	12	17	21	False
12487	3	5	5	9	12	19	False
7413	2	3	4	6	6	57	False
13158	1	1	1	5	6	33	False
117	4	5	5	10	16	28	False
25454	5	8	8	10	15	29	False
25549	1	1	1	1	1	2	False
15542	1	1	1	1	1	1	False
26159	2	2	2	6	6	20	False
22016	1	1	1	4	5	10	False
16160	2	2	7	4	4	7	False
19960	1	2	2	2	2	3	False
8256	1	1	1	5	6	35	False
40599	5	5	8	6	8	13	False
31432	6	13	21	22	50	77	True
14504	2	3	7	6	6	7	False
48212	2	2	2	2	2	15	False
31771	4	6	19	10	13	27	False
50431	7	10	20	15	28	36	False
37670	4	4	5	4	4	10	False
15357	4	5	5	8	10	20	True
13940	1	1	1	1	1	4	False
2569	1	1	1	1	1	1	False
31443	7	9	18	12	15	48	True
28102	3	4	15	11	12	15	False
42688	5	7	40	6	8	52	True
40772	1	1	1	2	2	8	False
30427	2	2	2	3	3	5	False
2546	2	2	40	1	1	1	False
38326	2	2	2	3	4	5	False
5454	3	3	5	5	5	46	False
13761	1	1	1	3	4	6	False
2211	2	2	4	4	4	11	False
503	7	12	47	22	58	147	True
30460	1	1	2	2	2	4	False
5314	3	3	3	3	4	7	False
40581	5	5	8	15	17	76	False
33602	5	6	11	12	14	27	False
34479	2	2	3	3	3	3	False
16083	7	8	124	14	18	23	False
16879	4	4	4	3	5	5	False
6003	5	6	14	10	12	20	False
28583	1	1	1	6	6	10	False
47920	6	6	6	10	11	34	False
19646	4	5	5	6	6	24	True
1148	1	1	1	2	2	5	False
5805	11	28	91	31	98	402	True
47902	9	14	22	22	32	305	True
37449	4	5	5	3	3	3	False
1107	3	3	3	2	2	2	False
47930	5	5	44	11	13	44	False
7573	4	4	7	15	21	88	False
6203	5	6	25	13	15	37	False
4655	4	4	5	10	10	21	False
4469	1	1	2	2	2	2	False
49126	1	1	1	1	1	2	False
9438	1	2	2	4	4	12	False
38748	1	1	1	1	1	1	False
9553	4	4	5	6	8	85	False
24592	2	2	4	1	1	1	False
40441	3	3	5	12	14	68	False
38758	1	1	1	1	1	2	False
8546	3	3	11	17	26	123	False
384	5	5	6	9	15	25	False
4526	2	2	4	1	1	1	False
23612	4	4	7	8	8	30	False
32665	1	1	1	5	5	8	False
9911	1	1	1	1	1	1	False
2658	1	1	1	1	1	1	False
32653	1	1	1	2	2	2	False
9910	3	3	5	1	1	1	False
46723	1	1	1	1	1	1	False
26468	1	1	1	1	1	3	False
12044	1	1	1	1	1	1	False
27151	2	2	3	10	11	21	False
47277	2	2	2	3	5	5	False
37237	4	4	5	16	18	40	False
13969	6	8	22	24	45	72	False
14932	2	2	2	2	2	3	False
31525	3	3	4	2	2	22	False
19001	1	1	1	6	6	21	False
47115	2	2	2	12	15	21	False
32638	6	7	15	16	29	82	True
46819	1	1	1	1	1	2	False
22654	6	8	37	15	18	96	False
42552	2	2	4	5	5	9	False
43536	6	9	28	20	30	841	False
43570	4	4	68	15	21	96	False
8772	3	3	4	10	12	33	False
2676	1	1	1	1	1	1	False
42608	1	1	1	2	2	6	False
40230	2	2	2	6	7	12	False
43569	3	4	37	10	14	191	False
27519	6	7	14	14	20	74	False
50064	2	2	3	4	4	11	False
50700	2	2	7	7	7	18	False
18824	4	4	34	4	6	8	False
37913	3	4	5	11	16	26	False
3729	1	1	1	1	1	2	False
14830	1	1	2	1	1	1	False
7937	3	3	99	7	9	16	False
35830	1	1	1	2	2	18	False
3673	1	1	1	6	7	20	False
20729	1	1	1	7	7	83	False
12141	1	1	1	4	5	18	False
25991	3	3	30	13	15	59	False
23505	4	5	8	7	7	21	False
18814	2	2	2	8	8	12	False
39787	1	1	1	1	1	3	False
23834	3	3	7	2	2	6	False
51793	1	1	1	1	1	3	False
39487	4	4	6	7	11	30	False
10969	2	2	2	15	19	25	False
1973	6	9	49	12	15	18	False
9228	3	3	4	8	11	48	False
20551	7	8	12	21	55	154	False
36827	1	1	1	1	1	23	False
33761	8	9	56	15	20	285	False
42227	1	1	1	2	3	7	False
17036	2	2	3	8	11	25	False
36936	3	3	3	6	6	13	False
3931	4	4	23	7	7	18	False
46024	5	8	11	25	43	82	False
6615	5	6	11	18	24	45	False
44059	2	2	2	4	5	89	False
38917	6	7	77	13	21	125	False
40949	1	1	1	1	1	2	False
28136	2	2	2	6	6	12	False
16173	3	3	4	2	2	2	False
17896	2	2	3	5	8	10	False
29418	1	1	1	1	1	1	False
24267	6	9	27	12	21	119	False
44224	6	8	24	11	13	28	False
44182	6	6	8	10	18	42	False
44179	2	2	2	1	1	2	False
44618	1	1	1	1	1	5	False
44323	1	1	1	1	1	1	False
38385	2	2	2	5	5	7	False
34120	2	3	5	1	1	1	False
33714	1	1	1	1	1	4	False
7285	1	1	1	1	1	3	False
14414	3	3	6	1	1	3	False
39094	3	3	3	3	4	5	False
5648	2	2	2	2	2	3	False
45856	2	2	3	7	7	23	False
33873	1	1	1	4	5	1388	False
4366	1	1	1	1	1	1	False
45838	4	6	59	4	4	12	False
32051	3	4	5	4	4	13	False
43990	2	2	3	1	1	1	False
26304	1	1	1	1	1	3	False
12377	1	1	1	1	1	1	False
20222	1	1	1	2	2	2	False
17848	2	4	13	9	9	24	False
30565	3	3	8	10	12	215	False
25499	2	3	3	2	2	3	False
11023	2	3	3	5	5	7	False
12728	6	7	10	14	17	24	False
10087	2	2	3	9	10	13	False
16662	4	6	8	9	16	112	False
13152	1	1	1	9	9	11	False
26148	2	2	2	4	5	5	False
103	9	18	25	16	25	49	False
38662	1	1	1	1	1	2	False
45609	8	18	23	17	37	142	False
26170	5	5	5	6	6	14	False
4394	1	1	1	1	1	5	False
16864	2	2	2	2	2	3	False
12373	1	1	1	1	1	1	False
12740	5	5	5	5	5	27	False
25496	2	2	3	4	4	9	False
5166	6	9	13	8	12	29	False
23711	2	2	14	2	2	12	False
21046	5	6	17	17	26	55	False
48867	1	1	1	1	1	1	False
31069	1	1	1	4	4	18	False
22031	1	1	1	1	1	1	False
20132	3	3	4	12	16	55	False
33139	1	1	1	2	2	2	False
20180	1	1	1	3	3	5	False
17842	2	2	2	13	20	24	False
30559	4	4	10	3	3	3	False
20171	1	1	1	10	17	29	False
30009	1	1	2	1	1	1	False
40668	1	1	1	2	2	9	False
20166	1	1	1	3	3	12	False
36398	2	2	4	5	5	5	False
10895	1	1	1	1	1	10	False
40604	8	8	33	17	30	413	False
10438	2	2	7	1	1	1	False
24189	1	1	1	1	1	2	False
15434	1	1	1	1	1	1	False
27921	6	8	8	13	17	33	False
24609	2	2	2	2	2	2	False
17862	4	5	14	5	5	9	False
5637	2	2	2	4	5	27	False
14	2	2	2	2	3	7	False
44973	4	5	95	10	12	21	False
17253	1	1	1	2	2	2	False
12336	1	1	1	2	2	2	False
4248	1	1	1	1	1	7	False
33641	4	5	5	14	15	33	False
5322	2	2	2	3	4	4	False
21358	3	4	4	4	6	11	False
36958	1	1	1	1	1	1	False
40715	1	1	1	1	1	1	False
4067	2	2	4	5	5	5	False
29608	2	3	4	4	5	6	False
5032	9	12	37	23	39	154	False
8238	3	3	3	5	5	23	False
35933	1	1	1	1	3	4	False
8559	1	1	2	2	3	6	False
7554	9	15	36	26	65	195	False
28854	3	3	5	11	14	35	False
44648	5	5	8	8	8	345	False
47906	3	3	3	9	10	13	False
44643	1	1	1	2	2	6	False
7623	4	5	11	6	7	68	True
7569	3	3	4	16	25	547	True
5831	7	11	27	11	13	30	True
7532	11	19	37	27	51	189	False
19690	4	4	4	7	8	46	False
9929	1	1	1	2	3	21	False
23699	1	1	1	2	2	5	False
33431	1	2	2	2	2	5	False
38915	3	4	4	2	2	3	False
23645	6	7	34	16	20	45	False
6791	3	3	84	8	12	19	False
49574	2	2	4	1	1	2	False
27176	2	2	14	5	5	22	False
376	7	11	41	18	28	59	False
9913	2	2	8	1	2	3	False
4881	3	3	3	4	4	6	False
44660	3	3	3	4	4	20	False
49423	1	1	2	5	5	17	False
9948	1	1	1	2	2	2	False
49774	1	1	1	2	2	2	False
48467	1	1	1	1	1	5	False
21573	2	2	5	4	7	12	False
21651	1	1	1	1	1	1	False
6760	2	3	3	8	8	10	False
10388	1	1	1	1	1	12	False
27130	3	5	6	15	18	24	False
27149	5	6	16	6	7	7	False
49562	1	1	1	1	1	1	False
49488	2	2	5	5	6	20	False
15117	5	6	8	4	4	4	False
4868	3	3	3	7	7	14	False
42961	6	7	33	19	28	99	False
386	8	10	12	13	16	27	False
6771	7	8	13	18	25	65	False
14000	3	4	4	5	5	6	False
14014	3	3	3	9	15	24	False
2759	1	1	1	1	1	1	False
47146	5	5	7	7	9	56	False
24521	1	1	1	1	1	1	False
15083	1	1	1	2	2	2	False
32291	7	11	24	28	51	263	False
1603	6	6	12	12	15	227	False
42489	8	12	27	22	34	68	False
50080	4	4	4	7	8	10	False
40267	2	2	2	1	1	24	False
32494	1	1	1	4	4	19	False
27489	2	4	16	13	14	4567	False
8842	1	1	1	1	1	1	False
8753	1	1	1	2	2	3	False
9010	1	1	1	1	1	1	False
40183	3	5	11	9	10	17	False
44988	9	12	40	20	38	110	False
50902	2	2	10	4	5	15	False
18381	1	1	1	1	1	1	False
12125	1	2	2	4	5	7	False
51086	3	3	7	3	3	4	False
50690	3	4	8	7	8	10	False
26926	6	6	9	14	19	110	False
39712	7	9	26	7	8	10	False
50682	1	1	1	6	6	22	False
19293	1	1	1	1	1	3	False
14725	4	5	7	13	19	103	False
14708	6	9	19	21	31	54	False
39735	1	1	1	3	3	5	False
23805	5	5	7	17	21	98	False
50871	6	6	15	12	13	64	False
36372	1	1	1	1	1	2	False
5225	2	2	4	7	8	15	False
36247	1	1	1	1	1	2	False
2544	2	2	2	10	13	19	False
39327	5	5	16	14	17	34	False
4454	7	10	15	23	42	121	False
44198	5	5	8	14	17	31	False
25253	4	4	45	5	6	14	False
24296	1	1	1	3	4	8	False
25824	1	1	1	7	7	14	False
44236	2	2	2	9	14	41	False
25812	3	3	4	6	6	11	False
44259	5	6	8	7	7	28	False
44314	1	1	1	2	2	2	False
1806	6	7	10	14	16	75	False
34099	9	16	161	12	20	38	False
10415	7	10	16	12	17	108	False
39113	3	4	4	12	14	30	False
2202	8	16	36	22	49	100	True
9214	3	3	3	4	5	6	False
34956	1	1	1	3	3	48	False
20036	2	2	2	1	1	3	False
22960	3	4	32	5	6	6	False
46353	2	2	3	9	10	22	False
45853	1	1	1	5	6	22	False
45876	2	2	2	1	1	2	False
21030	4	4	8	10	13	21	False
42963	4	4	4	7	8	11	False
5031	7	9	13	17	20	123	False
21597	1	1	1	1	1	16	False
38713	10	15	29	16	22	54	False
48597	8	12	30	19	31	59	False
18634	1	1	1	1	1	1	False
44990	6	7	35	9	10	12	False
13127	3	5	15	13	15	150	False
32654	4	5	6	4	4	4	False
11685	9	15	242	21	31	140	True
2672	1	1	1	1	1	1	False
4480	2	2	3	3	3	145	False
16669	3	3	6	2	2	4	False
11723	3	3	3	7	8	10	False
6386	3	3	9	9	10	44	False
24830	1	1	1	1	1	2	False
46911	1	1	1	3	3	4	False
50176	4	4	5	4	4	6	False
5169	6	6	6	12	18	51	False
25469	8	14	67	16	38	132	True
43432	1	1	1	1	1	1	False
11686	3	4	16	7	8	27	False
12904	1	1	1	1	1	1	True
46957	2	3	3	4	7	8	False
12348	1	1	1	2	2	3	False
24746	1	1	1	3	3	9	False
26154	4	6	7	10	14	86	False
6935	8	13	22	18	28	107	False
26306	1	1	1	1	1	4	False
10008	1	1	1	1	1	1	False
36085	4	4	15	4	5	8	False
5463	4	4	5	12	14	23	False
37621	1	1	1	1	1	1	False
31010	5	7	21	6	12	32	False
31464	3	3	3	7	8	28	False
11564	1	1	1	1	1	3	False
15836	1	1	1	1	1	2	False
42993	3	3	10	9	10	25	True
4436	3	3	5	15	19	20	False
31466	1	1	1	4	4	7	False
29716	1	1	1	1	1	1	False
48778	6	6	6	19	31	92	False
49178	2	2	3	12	16	24	False
24590	5	6	15	9	9	30	False
27706	1	1	1	3	3	6	False
26228	2	2	2	5	5	10	False
21260	6	6	39	13	13	22	False
16841	3	4	6	4	5	6	False
45143	2	2	3	5	5	10	False
43871	2	2	7	9	10	29	False
2526	3	3	4	5	7	14	False
19966	1	1	1	1	1	1	False
16862	3	4	4	6	7	204	False
14521	3	3	3	2	2	34	False
33036	1	1	1	2	2	3	False
16103	4	4	5	11	17	62	False
45159	7	8	17	10	10	13	False
40602	3	3	3	7	9	11	False
38181	2	2	2	2	2	2	False
49155	2	3	9	7	9	31	True
511	4	4	7	9	12	30	False
31322	5	6	7	16	19	35	False
35936	1	1	1	1	1	8	False
1222	1	1	1	1	1	1	False
